id,start,end,method,host,path,url,statusCode,contentType,requestBytes,responseBytes
001,2026-05-20T01:25:49.864353+09:00,2026-05-20T01:25:50.1581286+09:00,POST,ecampus.seowon.ac.kr,/crs/creCrsLect/Form/classRoomMainForm,https://ecampus.seowon.ac.kr/crs/creCrsLect/Form/classRoomMainForm,200,text/html; charset=UTF-8,1127,51293
002,2026-05-20T01:25:50.3269772+09:00,2026-05-20T01:25:50.3455209+09:00,GET,ecampus.seowon.ac.kr,/comm/js/Context,https://ecampus.seowon.ac.kr/comm/js/Context,200,text/javascript; charset=utf-8,770,2162
003,2026-05-20T01:25:50.7124972+09:00,2026-05-20T01:25:50.7720335+09:00,POST,ecampus.seowon.ac.kr,/crs/creCrsHome/classRoomCrsCreList,https://ecampus.seowon.ac.kr/crs/creCrsHome/classRoomCrsCreList,200,text/html; charset=UTF-8,986,11046
004,2026-05-20T01:25:50.7144492+09:00,2026-05-20T01:25:50.8413289+09:00,POST,ecampus.seowon.ac.kr,/msg/msgHome/newMsgCount,https://ecampus.seowon.ac.kr/msg/msgHome/newMsgCount,200,application/json; charset=utf-8,909,2452
005,2026-05-20T01:25:50.877442+09:00,2026-05-20T01:25:50.918434+09:00,POST,ecampus.seowon.ac.kr,/bbs/bbsLect/menuBbsInfoList,https://ecampus.seowon.ac.kr/bbs/bbsLect/menuBbsInfoList,200,text/html; charset=UTF-8,1002,2260
006,2026-05-20T01:25:50.9086741+09:00,2026-05-20T01:25:50.9506416+09:00,POST,ecampus.seowon.ac.kr,/lesson/lessonLect/classRoomTopLesson,https://ecampus.seowon.ac.kr/lesson/lessonLect/classRoomTopLesson,200,text/html; charset=UTF-8,1042,4477
007,2026-05-20T01:25:50.9096492+09:00,2026-05-20T01:25:51.0495943+09:00,POST,ecampus.seowon.ac.kr,/lesson/lessonLect/classRoomLessonMain,https://ecampus.seowon.ac.kr/lesson/lessonLect/classRoomLessonMain,200,text/html; charset=UTF-8,1057,26680
008,2026-05-20T01:25:50.9106267+09:00,2026-05-20T01:25:50.9921389+09:00,POST,ecampus.seowon.ac.kr,/bbs/bbsLect/classRoomAtclList,https://ecampus.seowon.ac.kr/bbs/bbsLect/classRoomAtclList,200,text/html; charset=UTF-8,1084,3248
009,2026-05-20T01:25:50.9116018+09:00,2026-05-20T01:25:50.9901866+09:00,POST,ecampus.seowon.ac.kr,/bbs/bbsLect/classRoomAtclList,https://ecampus.seowon.ac.kr/bbs/bbsLect/classRoomAtclList,200,text/html; charset=UTF-8,1081,2287
010,2026-05-20T01:25:50.9145301+09:00,2026-05-20T01:25:50.9242897+09:00,CONNECT,,443,ecampus.seowon.ac.kr:443,200,,2252,854
011,2026-05-20T01:25:50.9213617+09:00,2026-05-20T01:25:50.9648109+09:00,POST,ecampus.seowon.ac.kr,/bbs/bbsLect/classRoomAtclList,https://ecampus.seowon.ac.kr/bbs/bbsLect/classRoomAtclList,200,text/html; charset=UTF-8,1081,1990
012,2026-05-20T01:25:51.1628129+09:00,2026-05-20T01:25:51.2418687+09:00,POST,ecampus.seowon.ac.kr,/lesson/lessonLect/creLessonScheduleList,https://ecampus.seowon.ac.kr/lesson/lessonLect/creLessonScheduleList,200,text/html; charset=UTF-8,1045,16659
013,2026-05-20T01:25:51.3053095+09:00,2026-05-20T01:25:51.3782366+09:00,POST,ecampus.seowon.ac.kr,/lesson/lessonLect/creLessonCntsList,https://ecampus.seowon.ac.kr/lesson/lessonLect/creLessonCntsList,200,text/html; charset=UTF-8,1083,11307
014,2026-05-20T01:25:51.4270372+09:00,2026-05-20T01:25:51.521709+09:00,POST,ecampus.seowon.ac.kr,/exam/examLect/listExamLessonCnts,https://ecampus.seowon.ac.kr/exam/examLect/listExamLessonCnts,200,text/html; charset=UTF-8,1074,5174
015,2026-05-20T01:25:51.428989+09:00,2026-05-20T01:25:51.4816937+09:00,POST,ecampus.seowon.ac.kr,/asmnt/asmntLect/asmntLessonCntsList,https://ecampus.seowon.ac.kr/asmnt/asmntLect/asmntLessonCntsList,200,text/html; charset=UTF-8,1077,5325
016,2026-05-20T01:25:51.4309408+09:00,2026-05-20T01:25:51.4777903+09:00,POST,ecampus.seowon.ac.kr,/proj/projLect/projLessonCntsList,https://ecampus.seowon.ac.kr/proj/projLect/projLessonCntsList,200,text/html; charset=UTF-8,1074,4669
017,2026-05-20T01:25:51.4319172+09:00,2026-05-20T01:25:51.4846223+09:00,POST,ecampus.seowon.ac.kr,/forum/forumLect/forumLessonCntsList,https://ecampus.seowon.ac.kr/forum/forumLect/forumLessonCntsList,200,text/html; charset=UTF-8,1077,5619
018,2026-05-20T01:25:51.4319172+09:00,2026-05-20T01:25:51.4797416+09:00,POST,ecampus.seowon.ac.kr,/resh/reshLect/reshLessonCntsList,https://ecampus.seowon.ac.kr/resh/reshLect/reshLessonCntsList,200,text/html; charset=UTF-8,1074,2637
019,2026-05-20T01:25:53.9873476+09:00,2026-05-20T01:25:54.0283401+09:00,POST,ecampus.seowon.ac.kr,/user/userHome/otpUseChk,https://ecampus.seowon.ac.kr/user/userHome/otpUseChk,200,application/json; charset=utf-8,993,808
020,2026-05-20T01:25:54.0410283+09:00,2026-05-20T01:25:54.2301402+09:00,POST,optimizationguide-pa.googleapis.com,/v1:GetHints,https://optimizationguide-pa.googleapis.com/v1:GetHints?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,200,application/x-protobuf,693,429
021,2026-05-20T01:25:54.0537162+09:00,2026-05-20T01:25:54.3304799+09:00,POST,ecampus.seowon.ac.kr,/lesson/lessonLect/Form/mainLesson,https://ecampus.seowon.ac.kr/lesson/lessonLect/Form/mainLesson,200,text/html; charset=UTF-8,1407,64480
022,2026-05-20T01:25:54.4202724+09:00,2026-05-20T01:25:54.4807843+09:00,GET,ecampus.seowon.ac.kr,/assets/summernote/summernote-lite.css,https://ecampus.seowon.ac.kr/assets/summernote/summernote-lite.css,200,text/css; charset=utf-8,802,41679
