id,start,end,method,host,path,url,statusCode,contentType,requestBytes,responseBytes
011,2026-07-31T03:42:16.6783242+09:00,2026-07-31T03:42:16.6953654+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libGrid.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libGrid.xjs.js,200,application/javascript,779,15620
012,2026-07-31T03:42:16.696368+09:00,2026-07-31T03:42:16.7147756+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libCommPop.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libCommPop.xjs.js,200,application/javascript,782,10589
013,2026-07-31T03:42:16.7187845+09:00,2026-07-31T03:42:16.739843+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/com/div/commonGridButton.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/com/div/commonGridButton.xfdl.js,200,application/javascript,802,27573
014,2026-07-31T03:42:16.7694195+09:00,2026-07-31T03:42:16.8115368+09:00,POST,sugangh.seowon.ac.kr,/com/cmsv/CodeCtr/findCodeComboList.do,https://sugangh.seowon.ac.kr/com/cmsv/CodeCtr/findCodeComboList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1250,1839
015,2026-07-31T03:42:16.8155476+09:00,2026-07-31T03:42:16.8617783+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findScomUnvfrSchdlInfo.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findScomUnvfrSchdlInfo.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1196,271
016,2026-07-31T03:42:16.8664937+09:00,2026-07-31T03:42:16.912422+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1519,6662
017,2026-07-31T03:42:21.2137569+09:00,2026-07-31T03:42:21.2578685+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1486,6662
018,2026-07-31T03:42:28.046699+09:00,2026-07-31T03:42:28.1173831+09:00,GET,sugangh.seowon.ac.kr,/nx/popup.html,https://sugangh.seowon.ac.kr/nx/popup.html?formname=COM_FRAME%3A%3ApopFrame.xfdl&framename=saplap0100_pop03&loadtime=1785436911278,200,text/html; charset=UTF-8,1023,7694
019,2026-07-31T03:42:28.1430941+09:00,2026-07-31T03:42:28.1586805+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_initvalue_/kmu.xiv.js,https://sugangh.seowon.ac.kr/nx/_resource_/_initvalue_/kmu.xiv.js,200,application/javascript,794,1823
020,2026-07-31T03:42:28.1430941+09:00,2026-07-31T03:42:28.4463932+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/theme.map.js,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/theme.map.js,200,application/javascript,796,423582
021,2026-07-31T03:42:28.4534334+09:00,2026-07-31T03:42:28.4729871+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/frame/popFrame.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/frame/popFrame.xfdl.js,200,application/javascript,792,15844
022,2026-07-31T03:42:28.4759959+09:00,2026-07-31T03:42:28.4900298+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libForm.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libForm.xjs.js,200,application/javascript,779,19760
023,2026-07-31T03:42:28.4759959+09:00,2026-07-31T03:42:28.8192122+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libComm.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libComm.xjs.js,200,application/javascript,779,378691
024,2026-07-31T03:42:28.4759959+09:00,2026-07-31T03:42:28.5771652+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libDate.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libDate.xjs.js,200,application/javascript,779,12455
025,2026-07-31T03:42:28.4759959+09:00,2026-07-31T03:42:28.5771652+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libCheck.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libCheck.xjs.js,200,application/javascript,780,12704
026,2026-07-31T03:42:28.826973+09:00,2026-07-31T03:42:28.8620277+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/sch/sapl/saplap/saplap0100_pop03.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/sch/sapl/saplap/saplap0100_pop03.xfdl.js,200,application/javascript,810,27588
027,2026-07-31T03:42:28.8640326+09:00,2026-07-31T03:42:28.8810723+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libInclude.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libInclude.xjs.js,200,application/javascript,782,1422
028,2026-07-31T03:42:28.8830782+09:00,2026-07-31T03:42:28.9172475+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libSch.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libSch.xjs.js,200,application/javascript,778,52764
029,2026-07-31T03:42:28.9202476+09:00,2026-07-31T03:42:28.9372954+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libGrid.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libGrid.xjs.js,200,application/javascript,779,15620
030,2026-07-31T03:42:28.9402924+09:00,2026-07-31T03:42:28.9583568+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libCommPop.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libCommPop.xjs.js,200,application/javascript,782,10589
031,2026-07-31T03:42:28.962368+09:00,2026-07-31T03:42:28.9854217+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/com/div/commonGridButton.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/com/div/commonGridButton.xfdl.js,200,application/javascript,802,27573
032,2026-07-31T03:42:29.0165425+09:00,2026-07-31T03:42:29.0631659+09:00,POST,sugangh.seowon.ac.kr,/com/cmsv/CodeCtr/findCodeComboList.do,https://sugangh.seowon.ac.kr/com/cmsv/CodeCtr/findCodeComboList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1250,1839
033,2026-07-31T03:42:29.0698157+09:00,2026-07-31T03:42:29.1119465+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseDtlList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseDtlList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1308,4322
034,2026-07-31T03:43:06.628609+09:00,2026-07-31T03:43:06.8060799+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1527,23740
035,2026-07-31T03:43:11.0549734+09:00,2026-07-31T03:43:11.1658442+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1486,23739
036,2026-07-31T03:43:13.8128526+09:00,2026-07-31T03:43:13.8559655+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1527,516
037,2026-07-31T03:43:15.0816682+09:00,2026-07-31T03:43:15.121773+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1527,467
038,2026-07-31T03:43:16.4103274+09:00,2026-07-31T03:43:16.4514346+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1527,487
039,2026-07-31T03:43:17.1197516+09:00,2026-07-31T03:43:17.1688794+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1527,1058
040,2026-07-31T03:43:18.753891+09:00,2026-07-31T03:43:18.7959973+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findEstblCorseList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findEstblCorseList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1527,237
041,2026-07-31T03:44:31.6079511+09:00,2026-07-31T03:44:31.9819315+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1359,2161
042,2026-07-31T03:44:32.0039889+09:00,2026-07-31T03:44:32.0200309+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_down_o.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_down_o.png,200,image/png,758,1217
043,2026-07-31T03:44:35.7836249+09:00,2026-07-31T03:44:35.8489633+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1408,237
044,2026-07-31T03:44:35.7866326+09:00,2026-07-31T03:44:36.1648127+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1409,2161
045,2026-07-31T03:44:40.3377376+09:00,2026-07-31T03:44:40.4012688+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1400,237
046,2026-07-31T03:44:40.3407447+09:00,2026-07-31T03:44:40.6808449+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1401,2160
047,2026-07-31T03:44:49.0843222+09:00,2026-07-31T03:44:49.2022396+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1403,238
048,2026-07-31T03:44:49.0889461+09:00,2026-07-31T03:44:49.5571968+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1404,2161
049,2026-07-31T03:44:50.8777953+09:00,2026-07-31T03:44:50.9462731+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1356,237
050,2026-07-31T03:44:50.8807909+09:00,2026-07-31T03:44:51.2203439+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1357,2160
051,2026-07-31T03:44:57.4857952+09:00,2026-07-31T03:44:57.5740166+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1406,238
052,2026-07-31T03:44:57.4888028+09:00,2026-07-31T03:44:57.8639446+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1407,2161
053,2026-07-31T03:44:58.9506434+09:00,2026-07-31T03:44:59.038679+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1353,237
054,2026-07-31T03:44:58.9546542+09:00,2026-07-31T03:44:59.2907196+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1354,2160
055,2026-07-31T03:45:12.8051258+09:00,2026-07-31T03:45:12.9047383+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1405,1848
056,2026-07-31T03:45:12.8086397+09:00,2026-07-31T03:45:13.2095431+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1406,2161
057,2026-07-31T03:45:17.9020031+09:00,2026-07-31T03:45:17.9347346+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findMyGLIOList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findMyGLIOList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1008,272
058,2026-07-31T03:45:17.9377414+09:00,2026-07-31T03:45:17.9589858+09:00,GET,sugangh.seowon.ac.kr,/com/SsoCtr/findSysdate.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findSysdate.do,200,text/xml;charset=UTF-8,860,453
059,2026-07-31T03:45:18.530403+09:00,2026-07-31T03:45:18.645574+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findSaplHopeAppcsChk.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findSaplHopeAppcsChk.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1353,219
060,2026-07-31T03:45:18.646858+09:00,2026-07-31T03:45:18.75474+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/saveHopeAppcsDtls.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/saveHopeAppcsDtls.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1350,219
061,2026-07-31T03:45:19.8676075+09:00,2026-07-31T03:45:20.2558747+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1356,2423
062,2026-07-31T03:45:29.5286034+09:00,2026-07-31T03:45:29.5927716+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findMyGLIOList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findMyGLIOList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1046,457
063,2026-07-31T03:45:29.5947768+09:00,2026-07-31T03:45:29.6188429+09:00,GET,sugangh.seowon.ac.kr,/com/SsoCtr/findSysdate.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findSysdate.do,200,text/xml;charset=UTF-8,860,453
064,2026-07-31T03:45:29.7211109+09:00,2026-07-31T03:45:29.7421658+09:00,POST,sugangh.seowon.ac.kr,/report/callReport.jsp,https://sugangh.seowon.ac.kr/report/callReport.jsp,200,text/html;charset=UTF-8,1552,4059
065,2026-07-31T03:45:29.7844489+09:00,2026-07-31T03:45:29.8028665+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1002,338
066,2026-07-31T03:45:30.5126802+09:00,2026-07-31T03:45:30.7661108+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1002,337
067,2026-07-31T03:45:30.7673412+09:00,2026-07-31T03:45:30.9279141+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1031,69281
068,2026-07-31T03:45:30.7683319+09:00,2026-07-31T03:45:30.8722501+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1018,325
069,2026-07-31T03:45:30.8742568+09:00,2026-07-31T03:45:30.9890111+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1031,69281
070,2026-07-31T03:45:30.9420848+09:00,2026-07-31T03:45:30.9572929+09:00,GET,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp?uid=c6e0126ad59ce4185a03a2de56afd0da8&clipUID=c6e0126ad59ce4185a03a2de56afd0da8&ClipType=exportViewImage&ClipData=%7B%22image%22%3A%222fe4d2f0a4394350bf83ed480af11f4e%22%2C%22reportkey%22%3A%22c6e0126ad59ce4185a03a2de56afd0da8%22%7D,200,image/png;charset=utf-8,1019,5100
071,2026-07-31T03:46:11.5047533+09:00,2026-07-31T03:46:11.5789536+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findMyGLIOList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findMyGLIOList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1046,457
072,2026-07-31T03:46:11.5819621+09:00,2026-07-31T03:46:11.6080329+09:00,GET,sugangh.seowon.ac.kr,/com/SsoCtr/findSysdate.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findSysdate.do,200,text/xml;charset=UTF-8,860,453
073,2026-07-31T03:46:11.7048496+09:00,2026-07-31T03:46:11.7459565+09:00,POST,sugangh.seowon.ac.kr,/report/callReport.jsp,https://sugangh.seowon.ac.kr/report/callReport.jsp,200,text/html;charset=UTF-8,1552,4059
074,2026-07-31T03:46:11.7860627+09:00,2026-07-31T03:46:11.8011022+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1002,338
075,2026-07-31T03:46:12.5146898+09:00,2026-07-31T03:46:12.5297288+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1002,337
076,2026-07-31T03:46:12.5327367+09:00,2026-07-31T03:46:12.6269834+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1031,69281
077,2026-07-31T03:46:12.5327367+09:00,2026-07-31T03:46:12.5778548+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1018,325
078,2026-07-31T03:46:12.5808628+09:00,2026-07-31T03:46:12.7191392+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1031,69281
079,2026-07-31T03:46:12.6390148+09:00,2026-07-31T03:46:12.6550568+09:00,GET,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp?uid=c229a4dad7f4c4a5d9d5c84556cac1a4b&clipUID=c229a4dad7f4c4a5d9d5c84556cac1a4b&ClipType=exportViewImage&ClipData=%7B%22image%22%3A%229e56a061334d40009587a8a012e36552%22%2C%22reportkey%22%3A%22c229a4dad7f4c4a5d9d5c84556cac1a4b%22%7D,200,image/png;charset=utf-8,1019,5100
080,2026-07-31T03:47:26.2755145+09:00,2026-07-31T03:47:26.3720907+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtGnrlList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1422,1795
081,2026-07-31T03:47:26.2800866+09:00,2026-07-31T03:47:26.705074+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1423,2424
082,2026-07-31T03:47:29.5802623+09:00,2026-07-31T03:47:29.6154078+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findMyGLIOList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findMyGLIOList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1008,272
083,2026-07-31T03:47:29.6169115+09:00,2026-07-31T03:47:29.6409934+09:00,GET,sugangh.seowon.ac.kr,/com/SsoCtr/findSysdate.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findSysdate.do,200,text/xml;charset=UTF-8,860,453
084,2026-07-31T03:47:30.4444012+09:00,2026-07-31T03:47:30.5656041+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findSaplHopeAppcsChk.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findSaplHopeAppcsChk.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1368,219
085,2026-07-31T03:47:30.5683306+09:00,2026-07-31T03:47:30.6818491+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/saveHopeAppcsDtls.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/saveHopeAppcsDtls.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1350,219
086,2026-07-31T03:47:32.1464504+09:00,2026-07-31T03:47:32.5768644+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblSubjtShpbsList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1371,2639
087,2026-07-31T03:48:16.064407+09:00,2026-07-31T03:48:16.1416492+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findMyGLIOList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findMyGLIOList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1046,457
088,2026-07-31T03:48:16.1436544+09:00,2026-07-31T03:48:16.16872+09:00,GET,sugangh.seowon.ac.kr,/com/SsoCtr/findSysdate.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findSysdate.do,200,text/xml;charset=UTF-8,860,453
089,2026-07-31T03:48:16.268983+09:00,2026-07-31T03:48:16.2921949+09:00,POST,sugangh.seowon.ac.kr,/report/callReport.jsp,https://sugangh.seowon.ac.kr/report/callReport.jsp,200,text/html;charset=UTF-8,1552,4059
090,2026-07-31T03:48:16.3358342+09:00,2026-07-31T03:48:16.3759368+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1002,338
091,2026-07-31T03:48:17.0820307+09:00,2026-07-31T03:48:17.107112+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1002,337
092,2026-07-31T03:48:17.1090919+09:00,2026-07-31T03:48:17.2233691+09:00,POST,sugangh.seowon.ac.kr,/report/report_server.jsp,https://sugangh.seowon.ac.kr/report/report_server.jsp,200,text/html;charset=UTF-8,1031,70257
